time_window,src_ip,dst_ip,event_count,mean_score,max_score,dominant_type,unique_types,first_case_id,last_case_id,severity,src_community,dst_community,same_community
127,192.168.1.31,192.168.1.49,17,1.0,1.0,scanning,scanning,CASE_00033765,CASE_00033954,0.7255,1,2,0
127,192.168.1.32,192.168.1.1,1,1.0,1.0,scanning,scanning,CASE_00033842,CASE_00033842,0.7015,3,3,1
127,192.168.1.32,192.168.1.103,9,1.0,1.0,scanning,scanning,CASE_00033754,CASE_00033906,0.7135,3,3,1
127,192.168.1.32,192.168.1.133,22,1.0,1.0,scanning,scanning,CASE_00033751,CASE_00033950,0.7330000000000001,3,1,0
127,192.168.1.32,192.168.1.169,7,1.0,1.0,scanning,scanning,CASE_00033755,CASE_00033907,0.7104999999999999,3,2,0
127,192.168.1.32,192.168.1.186,7,1.0,1.0,scanning,scanning,CASE_00033761,CASE_00033912,0.7104999999999999,3,3,1
127,192.168.1.32,192.168.1.250,7,1.0,1.0,scanning,scanning,CASE_00033756,CASE_00033951,0.7104999999999999,3,1,0
127,192.168.1.32,192.168.1.46,5,1.0,1.0,scanning,scanning,CASE_00033745,CASE_00033924,0.7075,3,3,1
127,192.168.1.32,192.168.1.49,28,1.0,1.0,scanning,scanning,CASE_00033759,CASE_00033965,0.742,3,2,0
128,192.168.1.30,192.168.1.1,6,1.0,1.0,scanning,scanning,CASE_00033979,CASE_00034076,0.7090000000000001,2,3,0
128,192.168.1.30,192.168.1.103,6,1.0,1.0,scanning,scanning,CASE_00033939,CASE_00034151,0.7090000000000001,2,3,0
128,192.168.1.30,192.168.1.133,4,1.0,1.0,scanning,scanning,CASE_00033940,CASE_00034136,0.706,2,1,0
128,192.168.1.30,192.168.1.186,2,1.0,1.0,scanning,scanning,CASE_00033990,CASE_00034041,0.7030000000000001,2,3,0
128,192.168.1.30,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00034036,CASE_00034036,0.7015,2,3,0
128,192.168.1.30,192.168.1.250,18,1.0,1.0,scanning,scanning,CASE_00033991,CASE_00034099,0.7270000000000001,2,1,0
128,192.168.1.30,192.168.1.46,8,1.0,1.0,scanning,scanning,CASE_00033987,CASE_00034156,0.712,2,3,0
128,192.168.1.30,192.168.1.49,23,1.0,1.0,scanning,scanning,CASE_00033957,CASE_00034137,0.7344999999999999,2,2,1
128,192.168.1.30,192.168.1.79,1,1.0,1.0,scanning,scanning,CASE_00034147,CASE_00034147,0.7015,2,3,0
128,192.168.1.31,192.168.1.1,7,1.0,1.0,scanning,scanning,CASE_00033935,CASE_00034088,0.7104999999999999,1,3,0
128,192.168.1.31,192.168.1.133,3,1.0,1.0,scanning,scanning,CASE_00033974,CASE_00034089,0.7044999999999999,1,1,1
128,192.168.1.31,192.168.1.186,1,1.0,1.0,scanning,scanning,CASE_00034053,CASE_00034053,0.7015,1,3,0
128,192.168.1.31,192.168.1.49,19,1.0,1.0,scanning,scanning,CASE_00033942,CASE_00034152,0.7284999999999999,1,2,0
128,192.168.1.32,192.168.1.1,6,1.0,1.0,scanning,scanning,CASE_00033969,CASE_00034109,0.7090000000000001,3,3,1
128,192.168.1.32,192.168.1.103,3,1.0,1.0,scanning,scanning,CASE_00033949,CASE_00034106,0.7044999999999999,3,3,1
128,192.168.1.32,192.168.1.133,24,1.0,1.0,scanning,scanning,CASE_00033956,CASE_00034135,0.736,3,1,0
128,192.168.1.32,192.168.1.169,3,1.0,1.0,scanning,scanning,CASE_00034061,CASE_00034067,0.7044999999999999,3,2,0
128,192.168.1.32,192.168.1.186,14,1.0,1.0,scanning,scanning,CASE_00033946,CASE_00034155,0.7210000000000001,3,3,1
128,192.168.1.32,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00033986,CASE_00033986,0.7015,3,3,1
128,192.168.1.32,192.168.1.250,13,1.0,1.0,scanning,scanning,CASE_00033936,CASE_00034134,0.7195,3,1,0
128,192.168.1.32,192.168.1.46,8,1.0,1.0,scanning,scanning,CASE_00033945,CASE_00034138,0.712,3,3,1
128,192.168.1.32,192.168.1.49,28,1.0,1.0,scanning,scanning,CASE_00033955,CASE_00034148,0.742,3,2,0
128,192.168.1.32,192.168.1.79,1,1.0,1.0,scanning,scanning,CASE_00033982,CASE_00033982,0.7015,3,3,1
129,192.168.1.30,192.168.1.1,6,1.0,1.0,scanning,scanning,CASE_00034215,CASE_00034260,0.7090000000000001,2,3,0
129,192.168.1.30,192.168.1.103,2,1.0,1.0,scanning,scanning,CASE_00034171,CASE_00034241,0.7030000000000001,2,3,0
129,192.168.1.30,192.168.1.133,3,1.0,1.0,scanning,scanning,CASE_00034208,CASE_00034333,0.7044999999999999,2,1,0
129,192.168.1.30,192.168.1.152,1,1.0,1.0,scanning,scanning,CASE_00034331,CASE_00034331,0.7015,2,3,0
129,192.168.1.30,192.168.1.186,10,1.0,1.0,scanning,scanning,CASE_00034178,CASE_00034330,0.7150000000000001,2,3,0
129,192.168.1.30,192.168.1.250,11,1.0,1.0,scanning,scanning,CASE_00034126,CASE_00034318,0.7164999999999999,2,1,0
129,192.168.1.30,192.168.1.46,5,1.0,1.0,scanning,scanning,CASE_00034187,CASE_00034274,0.7075,2,3,0
129,192.168.1.30,192.168.1.49,23,1.0,1.0,scanning,scanning,CASE_00034141,CASE_00034332,0.7344999999999999,2,2,1
129,192.168.1.31,192.168.1.1,8,1.0,1.0,scanning,scanning,CASE_00034176,CASE_00034271,0.712,1,3,0
129,192.168.1.31,192.168.1.133,8,1.0,1.0,scanning,scanning,CASE_00034211,CASE_00034292,0.712,1,1,1
129,192.168.1.31,192.168.1.186,3,1.0,1.0,scanning,scanning,CASE_00034222,CASE_00034342,0.7044999999999999,1,3,0
129,192.168.1.31,192.168.1.49,17,1.0,1.0,scanning,scanning,CASE_00034127,CASE_00034336,0.7255,1,2,0
129,192.168.1.32,192.168.1.1,6,1.0,1.0,scanning,scanning,CASE_00034311,CASE_00034328,0.7090000000000001,3,3,1
129,192.168.1.32,192.168.1.103,7,1.0,1.0,scanning,scanning,CASE_00034129,CASE_00034307,0.7104999999999999,3,3,1
129,192.168.1.32,192.168.1.133,28,1.0,1.0,scanning,scanning,CASE_00034139,CASE_00034327,0.742,3,1,0
129,192.168.1.32,192.168.1.152,3,1.0,1.0,scanning,scanning,CASE_00034228,CASE_00034338,0.7044999999999999,3,3,1
129,192.168.1.32,192.168.1.169,7,1.0,1.0,scanning,scanning,CASE_00034169,CASE_00034289,0.7104999999999999,3,2,0
129,192.168.1.32,192.168.1.186,5,1.0,1.0,scanning,scanning,CASE_00034184,CASE_00034288,0.7075,3,3,1
129,192.168.1.32,192.168.1.190,4,1.0,1.0,scanning,scanning,CASE_00034130,CASE_00034320,0.706,3,3,1
129,192.168.1.32,192.168.1.250,10,1.0,1.0,scanning,scanning,CASE_00034189,CASE_00034347,0.7150000000000001,3,1,0
129,192.168.1.32,192.168.1.46,10,1.0,1.0,scanning,scanning,CASE_00034168,CASE_00034321,0.7150000000000001,3,3,1
129,192.168.1.32,192.168.1.49,20,1.0,1.0,scanning,scanning,CASE_00034140,CASE_00034319,0.73,3,2,0
129,192.168.1.32,192.168.1.79,3,1.0,1.0,scanning,scanning,CASE_00034132,CASE_00034322,0.7044999999999999,3,3,1
130,192.168.1.30,192.168.1.103,7,1.0,1.0,scanning,scanning,CASE_00034393,CASE_00034533,0.7104999999999999,2,3,0
130,192.168.1.30,192.168.1.133,5,1.0,1.0,scanning,scanning,CASE_00034350,CASE_00034417,0.7075,2,1,0
130,192.168.1.30,192.168.1.186,5,1.0,1.0,scanning,scanning,CASE_00034377,CASE_00034569,0.7075,2,3,0
130,192.168.1.30,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00034455,CASE_00034455,0.7015,2,3,0
130,192.168.1.30,192.168.1.195,2,1.0,1.0,scanning,scanning,CASE_00034420,CASE_00034456,0.7030000000000001,2,4,0
130,192.168.1.30,192.168.1.250,14,1.0,1.0,scanning,scanning,CASE_00034360,CASE_00034514,0.7210000000000001,2,1,0
130,192.168.1.30,192.168.1.46,3,1.0,1.0,scanning,scanning,CASE_00034447,CASE_00034516,0.7044999999999999,2,3,0
130,192.168.1.30,192.168.1.49,29,1.0,1.0,scanning,scanning,CASE_00034323,CASE_00034568,0.7435,2,2,1
130,192.168.1.30,192.168.1.79,1,1.0,1.0,scanning,scanning,CASE_00034517,CASE_00034517,0.7015,2,3,0
130,192.168.1.31,192.168.1.1,5,1.0,1.0,scanning,scanning,CASE_00034381,CASE_00034461,0.7075,1,3,0
130,192.168.1.31,192.168.1.133,7,1.0,1.0,scanning,scanning,CASE_00034408,CASE_00034511,0.7104999999999999,1,1,1
130,192.168.1.31,192.168.1.186,3,1.0,1.0,scanning,scanning,CASE_00034398,CASE_00034506,0.7044999999999999,1,3,0
130,192.168.1.31,192.168.1.250,2,1.0,1.0,scanning,scanning,CASE_00034422,CASE_00034566,0.7030000000000001,1,1,1
130,192.168.1.31,192.168.1.49,17,1.0,1.0,scanning,scanning,CASE_00034324,CASE_00034571,0.7255,1,2,0
130,192.168.1.32,192.168.1.1,8,1.0,1.0,scanning,scanning,CASE_00034325,CASE_00034522,0.712,3,3,1
130,192.168.1.32,192.168.1.103,7,1.0,1.0,scanning,scanning,CASE_00034367,CASE_00034504,0.7104999999999999,3,3,1
130,192.168.1.32,192.168.1.133,27,1.0,1.0,scanning,scanning,CASE_00034376,CASE_00034529,0.7404999999999999,3,1,0
130,192.168.1.32,192.168.1.169,8,1.0,1.0,scanning,scanning,CASE_00034375,CASE_00034520,0.712,3,2,0
130,192.168.1.32,192.168.1.186,5,1.0,1.0,scanning,scanning,CASE_00034405,CASE_00034488,0.7075,3,3,1
130,192.168.1.32,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00034474,CASE_00034474,0.7015,3,3,1
130,192.168.1.32,192.168.1.195,2,1.0,1.0,scanning,scanning,CASE_00034379,CASE_00034524,0.7030000000000001,3,4,0
130,192.168.1.32,192.168.1.250,4,1.0,1.0,scanning,scanning,CASE_00034435,CASE_00034539,0.706,3,1,0
130,192.168.1.32,192.168.1.46,8,1.0,1.0,scanning,scanning,CASE_00034354,CASE_00034513,0.712,3,3,1
130,192.168.1.32,192.168.1.49,29,1.0,1.0,scanning,scanning,CASE_00034374,CASE_00034567,0.7435,3,2,0
131,192.168.1.30,192.168.1.103,7,1.0,1.0,scanning,scanning,CASE_00034589,CASE_00034670,0.7104999999999999,2,3,0
131,192.168.1.30,192.168.1.133,8,1.0,1.0,scanning,scanning,CASE_00034636,CASE_00034759,0.712,2,1,0
131,192.168.1.30,192.168.1.152,1,1.0,1.0,scanning,scanning,CASE_00034588,CASE_00034588,0.7015,2,3,0
131,192.168.1.30,192.168.1.186,5,1.0,1.0,scanning,scanning,CASE_00034587,CASE_00034750,0.7075,2,3,0
131,192.168.1.30,192.168.1.195,2,1.0,1.0,scanning,scanning,CASE_00034641,CASE_00034679,0.7030000000000001,2,4,0
131,192.168.1.30,192.168.1.250,21,1.0,1.0,scanning,scanning,CASE_00034562,CASE_00034702,0.7315,2,1,0
131,192.168.1.30,192.168.1.46,6,1.0,1.0,scanning,scanning,CASE_00034554,CASE_00034718,0.7090000000000001,2,3,0
131,192.168.1.30,192.168.1.49,41,1.0,1.0,scanning,scanning,CASE_00034563,CASE_00034762,0.7615000000000001,2,2,1
131,192.168.1.31,192.168.1.1,3,1.0,1.0,scanning,scanning,CASE_00034592,CASE_00034659,0.7044999999999999,1,3,0
131,192.168.1.31,192.168.1.133,9,1.0,1.0,scanning,scanning,CASE_00034565,CASE_00034709,0.7135,1,1,1
131,192.168.1.31,192.168.1.49,22,1.0,1.0,scanning,scanning,CASE_00034555,CASE_00034751,0.7330000000000001,1,2,0
131,192.168.1.32,192.168.1.1,4,1.0,1.0,scanning,scanning,CASE_00034559,CASE_00034687,0.706,3,3,1
131,192.168.1.32,192.168.1.103,3,1.0,1.0,scanning,scanning,CASE_00034558,CASE_00034706,0.7044999999999999,3,3,1
131,192.168.1.32,192.168.1.133,25,1.0,1.0,scanning,scanning,CASE_00034543,CASE_00034754,0.7375,3,1,0
131,192.168.1.32,192.168.1.169,1,1.0,1.0,scanning,scanning,CASE_00034722,CASE_00034722,0.7015,3,2,0
131,192.168.1.32,192.168.1.186,7,1.0,1.0,scanning,scanning,CASE_00034561,CASE_00034672,0.7104999999999999,3,3,1
131,192.168.1.32,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00034640,CASE_00034640,0.7015,3,3,1
131,192.168.1.32,192.168.1.195,3,1.0,1.0,scanning,scanning,CASE_00034549,CASE_00034755,0.7044999999999999,3,4,0
131,192.168.1.32,192.168.1.250,11,1.0,1.0,scanning,scanning,CASE_00034560,CASE_00034684,0.7164999999999999,3,1,0
131,192.168.1.32,192.168.1.46,1,1.0,1.0,scanning,scanning,CASE_00034604,CASE_00034604,0.7015,3,3,1
131,192.168.1.32,192.168.1.49,19,1.0,1.0,scanning,scanning,CASE_00034572,CASE_00034753,0.7284999999999999,3,2,0
132,192.168.1.30,192.168.1.1,1,1.0,1.0,scanning,scanning,CASE_00034881,CASE_00034881,0.7015,2,3,0
132,192.168.1.30,192.168.1.133,8,1.0,1.0,scanning,scanning,CASE_00034741,CASE_00034886,0.712,2,1,0
132,192.168.1.30,192.168.1.186,8,1.0,1.0,scanning,scanning,CASE_00034747,CASE_00034934,0.712,2,3,0
132,192.168.1.30,192.168.1.195,2,1.0,1.0,scanning,scanning,CASE_00034776,CASE_00034824,0.7030000000000001,2,4,0
132,192.168.1.30,192.168.1.250,19,1.0,1.0,scanning,scanning,CASE_00034744,CASE_00034945,0.7284999999999999,2,1,0
132,192.168.1.30,192.168.1.46,5,1.0,1.0,scanning,scanning,CASE_00034738,CASE_00034850,0.7075,2,3,0
132,192.168.1.30,192.168.1.49,37,1.0,1.0,scanning,scanning,CASE_00034743,CASE_00034937,0.7555000000000001,2,2,1
132,192.168.1.30,192.168.1.79,1,1.0,1.0,scanning,scanning,CASE_00034785,CASE_00034785,0.7015,2,3,0
132,192.168.1.31,192.168.1.1,1,1.0,1.0,scanning,scanning,CASE_00034802,CASE_00034802,0.7015,1,3,0
132,192.168.1.31,192.168.1.133,10,1.0,1.0,scanning,scanning,CASE_00034787,CASE_00034954,0.7150000000000001,1,1,1
132,192.168.1.31,192.168.1.186,2,1.0,1.0,scanning,scanning,CASE_00034853,CASE_00034914,0.7030000000000001,1,3,0
132,192.168.1.31,192.168.1.250,2,1.0,1.0,scanning,scanning,CASE_00034779,CASE_00034875,0.7030000000000001,1,1,1
132,192.168.1.31,192.168.1.49,18,1.0,1.0,scanning,scanning,CASE_00034734,CASE_00034947,0.7270000000000001,1,2,0
132,192.168.1.32,192.168.1.1,4,1.0,1.0,scanning,scanning,CASE_00034766,CASE_00034952,0.706,3,3,1
132,192.168.1.32,192.168.1.133,27,1.0,1.0,scanning,scanning,CASE_00034735,CASE_00034939,0.7404999999999999,3,1,0
132,192.168.1.32,192.168.1.169,6,1.0,1.0,scanning,scanning,CASE_00034742,CASE_00034951,0.7090000000000001,3,2,0
132,192.168.1.32,192.168.1.186,6,1.0,1.0,scanning,scanning,CASE_00034816,CASE_00034948,0.7090000000000001,3,3,1
132,192.168.1.32,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00034798,CASE_00034798,0.7015,3,3,1
132,192.168.1.32,192.168.1.195,2,1.0,1.0,scanning,scanning,CASE_00034746,CASE_00034837,0.7030000000000001,3,4,0
132,192.168.1.32,192.168.1.250,11,1.0,1.0,scanning,scanning,CASE_00034756,CASE_00034949,0.7164999999999999,3,1,0
132,192.168.1.32,192.168.1.46,2,1.0,1.0,scanning,scanning,CASE_00034847,CASE_00034869,0.7030000000000001,3,3,1
132,192.168.1.32,192.168.1.49,27,1.0,1.0,scanning,scanning,CASE_00034757,CASE_00034938,0.7404999999999999,3,2,0
133,192.168.1.30,192.168.1.133,2,1.0,1.0,scanning,scanning,CASE_00035015,CASE_00035022,0.7030000000000001,2,1,0
133,192.168.1.30,192.168.1.186,3,1.0,1.0,scanning,scanning,CASE_00034985,CASE_00034991,0.7044999999999999,2,3,0
133,192.168.1.30,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00034990,CASE_00034990,0.7015,2,3,0
133,192.168.1.30,192.168.1.195,1,1.0,1.0,scanning,scanning,CASE_00035016,CASE_00035016,0.7015,2,4,0
133,192.168.1.30,192.168.1.250,3,1.0,1.0,scanning,scanning,CASE_00034964,CASE_00035012,0.7044999999999999,2,1,0
133,192.168.1.30,192.168.1.46,5,1.0,1.0,scanning,scanning,CASE_00034933,CASE_00035026,0.7075,2,3,0
133,192.168.1.30,192.168.1.49,19,1.0,1.0,scanning,scanning,CASE_00034941,CASE_00035030,0.7284999999999999,2,2,1
133,192.168.1.30,192.168.1.79,1,1.0,1.0,scanning,scanning,CASE_00034966,CASE_00034966,0.7015,2,3,0
133,192.168.1.31,192.168.1.1,1,1.0,1.0,scanning,scanning,CASE_00034997,CASE_00034997,0.7015,1,3,0
133,192.168.1.31,192.168.1.133,5,1.0,1.0,scanning,scanning,CASE_00034978,CASE_00035032,0.7075,1,1,1
133,192.168.1.31,192.168.1.186,2,1.0,1.0,scanning,scanning,CASE_00034981,CASE_00035025,0.7030000000000001,1,3,0
133,192.168.1.31,192.168.1.49,8,1.0,1.0,scanning,scanning,CASE_00034967,CASE_00035023,0.712,1,2,0
133,192.168.1.32,176.28.50.165,32,1.0,1.0,xss,xss,CASE_00035046,CASE_00035127,0.748,3,3,1
133,192.168.1.32,18.194.169.124,24,1.0,1.0,xss,xss,CASE_00035050,CASE_00035140,0.736,3,3,1
133,192.168.1.32,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00036957,CASE_00036957,0.7015,3,3,1
133,192.168.1.32,192.168.1.133,14,1.0,1.0,scanning,scanning,CASE_00034940,CASE_00035029,0.7210000000000001,3,1,0
133,192.168.1.32,192.168.1.152,9,1.0,1.0,xss,xss,CASE_00035071,CASE_00035102,0.7135,3,3,1
133,192.168.1.32,192.168.1.169,4,1.0,1.0,scanning,scanning,CASE_00034960,CASE_00035028,0.706,3,2,0
133,192.168.1.32,192.168.1.186,4,1.0,1.0,scanning,scanning,CASE_00034972,CASE_00035031,0.706,3,3,1
133,192.168.1.32,192.168.1.190,14,1.0,1.0,xss,xss,CASE_00035042,CASE_00035092,0.7210000000000001,3,3,1
133,192.168.1.32,192.168.1.195,7,1.0,1.0,xss,xss,CASE_00035048,CASE_00035135,0.7104999999999999,3,4,0
133,192.168.1.32,192.168.1.250,2,1.0,1.0,scanning,scanning,CASE_00034926,CASE_00035007,0.7030000000000001,3,1,0
133,192.168.1.32,192.168.1.46,3,1.0,1.0,scanning,scanning,CASE_00034975,CASE_00035035,0.7044999999999999,3,3,1
133,192.168.1.32,192.168.1.49,14,1.0,1.0,scanning,scanning,CASE_00034929,CASE_00035027,0.7210000000000001,3,2,0
133,192.168.1.32,52.28.231.150,21,1.0,1.0,xss,xss,CASE_00035049,CASE_00035126,0.7315,3,3,1
134,192.168.1.32,176.28.50.165,55,1.0,1.0,xss,xss,CASE_00035131,CASE_00036928,0.7825,3,3,1
134,192.168.1.32,18.194.169.124,31,1.0,1.0,xss,xss,CASE_00035172,CASE_00036935,0.7464999999999999,3,3,1
134,192.168.1.32,192.168.1.1,2,1.0,1.0,xss,xss,CASE_00035236,CASE_00036942,0.7030000000000001,3,3,1
134,192.168.1.32,192.168.1.152,29,1.0,1.0,xss,xss,CASE_00035174,CASE_00036941,0.7435,3,3,1
134,192.168.1.32,192.168.1.190,18,1.0,1.0,xss,xss,CASE_00035206,CASE_00035273,0.7270000000000001,3,3,1
134,192.168.1.32,192.168.1.195,24,1.0,1.0,xss,xss,CASE_00035128,CASE_00036929,0.736,3,4,0
134,192.168.1.32,52.28.231.150,33,1.0,1.0,xss,xss,CASE_00035120,CASE_00036927,0.7495,3,3,1
134,192.168.1.36,176.28.50.165,1,1.0,1.0,xss,xss,CASE_00035166,CASE_00035166,0.7015,3,3,1
134,192.168.1.36,192.168.1.1,4,1.0,1.0,xss,xss,CASE_00035163,CASE_00035289,0.706,3,3,1
134,192.168.1.36,192.168.1.184,1,1.0,1.0,xss,xss,CASE_00035288,CASE_00035288,0.7015,3,3,1
134,192.168.1.36,192.168.1.190,1,1.0,1.0,xss,xss,CASE_00035160,CASE_00035160,0.7015,3,3,1
134,192.168.1.36,192.168.1.195,1,1.0,1.0,xss,xss,CASE_00035162,CASE_00035162,0.7015,3,4,0
135,192.168.1.32,176.28.50.165,52,1.0,1.0,xss,xss,CASE_00036926,CASE_00035503,0.778,3,3,1
135,192.168.1.32,18.194.169.124,43,1.0,1.0,xss,xss,CASE_00036933,CASE_00035516,0.7645,3,3,1
135,192.168.1.32,192.168.1.1,6,1.0,1.0,xss,xss,CASE_00036922,CASE_00035529,0.7090000000000001,3,3,1
135,192.168.1.32,192.168.1.152,21,1.0,1.0,xss,xss,CASE_00036919,CASE_00035515,0.7315,3,3,1
135,192.168.1.32,192.168.1.190,19,1.0,1.0,xss,xss,CASE_00035368,CASE_00035463,0.7284999999999999,3,3,1
135,192.168.1.32,192.168.1.195,15,1.0,1.0,xss,xss,CASE_00036930,CASE_00035444,0.7224999999999999,3,4,0
135,192.168.1.32,52.28.231.150,44,1.0,1.0,xss,xss,CASE_00036913,CASE_00035502,0.766,3,3,1
136,192.168.1.32,176.28.50.165,63,1.0,1.0,xss,xss,CASE_00035504,CASE_00035757,0.7945,3,3,1
136,192.168.1.32,18.194.169.124,40,1.0,1.0,xss,xss,CASE_00035506,CASE_00035743,0.76,3,3,1
136,192.168.1.32,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00035605,CASE_00035605,0.7015,3,3,1
136,192.168.1.32,192.168.1.152,12,1.0,1.0,xss,xss,CASE_00035548,CASE_00035694,0.718,3,3,1
136,192.168.1.32,192.168.1.190,30,1.0,1.0,xss,xss,CASE_00035558,CASE_00035669,0.7450000000000001,3,3,1
136,192.168.1.32,192.168.1.195,23,1.0,1.0,xss,xss,CASE_00035582,CASE_00035705,0.7344999999999999,3,4,0
136,192.168.1.32,52.28.231.150,29,1.0,1.0,xss,xss,CASE_00035561,CASE_00035744,0.7435,3,3,1
136,192.168.1.36,192.168.1.152,1,1.0,1.0,xss,xss,CASE_00035609,CASE_00035609,0.7015,3,3,1
136,192.168.1.36,192.168.1.195,1,1.0,1.0,xss,xss,CASE_00035608,CASE_00035608,0.7015,3,4,0
137,192.168.1.32,176.28.50.165,65,1.0,1.0,xss,xss,CASE_00035745,CASE_00035924,0.7975000000000001,3,3,1
137,192.168.1.32,18.194.169.124,42,1.0,1.0,xss,xss,CASE_00035736,CASE_00035925,0.7629999999999999,3,3,1
137,192.168.1.32,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00035945,CASE_00035945,0.7015,3,3,1
137,192.168.1.32,192.168.1.152,20,1.0,1.0,xss,xss,CASE_00035782,CASE_00035938,0.73,3,3,1
137,192.168.1.32,192.168.1.190,13,1.0,1.0,xss,xss,CASE_00035798,CASE_00035975,0.7195,3,3,1
137,192.168.1.32,192.168.1.195,17,1.0,1.0,xss,xss,CASE_00035726,CASE_00035931,0.7255,3,4,0
137,192.168.1.32,52.28.231.150,41,1.0,1.0,xss,xss,CASE_00035748,CASE_00035935,0.7615000000000001,3,3,1
137,192.168.1.36,192.168.1.190,1,1.0,1.0,xss,xss,CASE_00035765,CASE_00035765,0.7015,3,3,1
138,192.168.1.32,176.28.50.165,60,1.0,1.0,xss,xss,CASE_00035978,CASE_00036126,0.79,3,3,1
138,192.168.1.32,18.194.169.124,37,1.0,1.0,xss,xss,CASE_00035970,CASE_00036112,0.7555000000000001,3,3,1
138,192.168.1.32,192.168.1.1,13,1.0,1.0,xss,xss,CASE_00035959,CASE_00036058,0.7195,3,3,1
138,192.168.1.32,192.168.1.152,13,1.0,1.0,xss,xss,CASE_00035962,CASE_00036085,0.7195,3,3,1
138,192.168.1.32,192.168.1.190,15,1.0,1.0,xss,xss,CASE_00035976,CASE_00036036,0.7224999999999999,3,3,1
138,192.168.1.32,192.168.1.195,16,1.0,1.0,xss,xss,CASE_00036905,CASE_00036130,0.724,3,4,0
138,192.168.1.32,52.28.231.150,46,1.0,1.0,xss,xss,CASE_00035979,CASE_00036115,0.7689999999999999,3,3,1
139,192.168.1.32,176.28.50.165,68,1.0,1.0,xss,xss,CASE_00036117,CASE_00036354,0.802,3,3,1
139,192.168.1.32,18.194.169.124,41,1.0,1.0,xss,xss,CASE_00036116,CASE_00036351,0.7615000000000001,3,3,1
139,192.168.1.32,192.168.1.1,4,1.0,1.0,xss,xss,CASE_00036177,CASE_00036275,0.706,3,3,1
139,192.168.1.32,192.168.1.152,12,1.0,1.0,xss,xss,CASE_00036183,CASE_00036284,0.718,3,3,1
139,192.168.1.32,192.168.1.190,12,1.0,1.0,xss,xss,CASE_00036151,CASE_00036365,0.718,3,3,1
139,192.168.1.32,192.168.1.195,20,1.0,1.0,xss,xss,CASE_00036154,CASE_00036309,0.73,3,4,0
139,192.168.1.32,52.28.231.150,32,1.0,1.0,xss,xss,CASE_00036171,CASE_00036362,0.748,3,3,1
139,192.168.1.36,176.28.50.165,1,1.0,1.0,xss,xss,CASE_00036319,CASE_00036319,0.7015,3,3,1
139,192.168.1.36,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00036318,CASE_00036318,0.7015,3,3,1
139,192.168.1.36,192.168.1.152,2,1.0,1.0,xss,xss,CASE_00036272,CASE_00036273,0.7030000000000001,3,3,1
139,192.168.1.36,192.168.1.190,3,1.0,1.0,xss,xss,CASE_00036166,CASE_00036317,0.7044999999999999,3,3,1
139,192.168.1.36,192.168.1.195,3,1.0,1.0,xss,xss,CASE_00036167,CASE_00036169,0.7044999999999999,3,4,0
139,192.168.1.36,52.28.231.150,1,1.0,1.0,xss,xss,CASE_00036271,CASE_00036271,0.7015,3,3,1
140,192.168.1.32,176.28.50.165,54,1.0,1.0,xss,xss,CASE_00036355,CASE_00036544,0.7809999999999999,3,3,1
140,192.168.1.32,18.194.169.124,33,1.0,1.0,xss,xss,CASE_00036346,CASE_00036545,0.7495,3,3,1
140,192.168.1.32,192.168.1.1,10,1.0,1.0,xss,xss,CASE_00036396,CASE_00036438,0.7150000000000001,3,3,1
140,192.168.1.32,192.168.1.152,23,1.0,1.0,xss,xss,CASE_00036338,CASE_00036502,0.7344999999999999,3,3,1
140,192.168.1.32,192.168.1.184,1,1.0,1.0,xss,xss,CASE_00036509,CASE_00036509,0.7015,3,3,1
140,192.168.1.32,192.168.1.190,16,1.0,1.0,xss,xss,CASE_00036383,CASE_00036556,0.724,3,3,1
140,192.168.1.32,192.168.1.195,27,1.0,1.0,xss,xss,CASE_00036391,CASE_00036514,0.7404999999999999,3,4,0
140,192.168.1.32,52.28.231.150,35,1.0,1.0,xss,xss,CASE_00036357,CASE_00036557,0.7525,3,3,1
140,192.168.1.36,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00036409,CASE_00036409,0.7015,3,3,1
141,192.168.1.32,176.28.50.165,48,1.0,1.0,xss,xss,CASE_00036548,CASE_00036740,0.772,3,3,1
141,192.168.1.32,18.194.169.124,42,1.0,1.0,xss,xss,CASE_00036546,CASE_00036741,0.7629999999999999,3,3,1
141,192.168.1.32,192.168.1.1,9,1.0,1.0,xss,xss,CASE_00036533,CASE_00036692,0.7135,3,3,1
141,192.168.1.32,192.168.1.152,27,1.0,1.0,xss,xss,CASE_00036540,CASE_00036750,0.7404999999999999,3,3,1
141,192.168.1.32,192.168.1.190,19,1.0,1.0,xss,xss,CASE_00036560,CASE_00036687,0.7284999999999999,3,3,1
