chain_id,start_window,end_window,n_windows,dominant_type,dominant_stage,total_events,mean_severity,max_severity,src_community,dst_community,involved_campaign_segments,persistence_score,representative_src_ip,representative_dst_ip,narrative
CHAIN_00533,119,119,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,1,2,1,0.1810376167450151,192.168.1.31,192.168.1.49,"CHAIN_00533 represents a reconnaissance campaign dominated by scanning activity, spanning windows 119 to 119 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00534,119,119,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,1,3,1,0.1810376167450151,192.168.1.31,192.168.1.186,"CHAIN_00534 represents a reconnaissance campaign dominated by scanning activity, spanning windows 119 to 119 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.186. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00553,120,120,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,3,4,1,0.1810376167450151,192.168.1.32,192.168.1.195,"CHAIN_00553 represents a reconnaissance campaign dominated by scanning activity, spanning windows 120 to 120 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00572,122,122,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,2,4,1,0.1810376167450151,192.168.1.30,192.168.1.195,"CHAIN_00572 represents a reconnaissance campaign dominated by scanning activity, spanning windows 122 to 122 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00576,122,122,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,3,4,1,0.1810376167450151,192.168.1.32,192.168.1.195,"CHAIN_00576 represents a reconnaissance campaign dominated by scanning activity, spanning windows 122 to 122 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00588,123,123,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,3,4,1,0.1810376167450151,192.168.1.32,192.168.1.195,"CHAIN_00588 represents a reconnaissance campaign dominated by scanning activity, spanning windows 123 to 123 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00595,124,124,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,2,4,1,0.1810376167450151,192.168.1.30,192.168.1.195,"CHAIN_00595 represents a reconnaissance campaign dominated by scanning activity, spanning windows 124 to 124 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00619,126,126,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,3,4,1,0.1810376167450151,192.168.1.32,192.168.1.195,"CHAIN_00619 represents a reconnaissance campaign dominated by scanning activity, spanning windows 126 to 126 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00654,130,130,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,2,4,1,0.1810376167450151,192.168.1.30,192.168.1.195,"CHAIN_00654 represents a reconnaissance campaign dominated by scanning activity, spanning windows 130 to 130 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00658,130,130,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,3,4,1,0.1810376167450151,192.168.1.32,192.168.1.195,"CHAIN_00658 represents a reconnaissance campaign dominated by scanning activity, spanning windows 130 to 130 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00665,131,131,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,2,4,1,0.1810376167450151,192.168.1.30,192.168.1.195,"CHAIN_00665 represents a reconnaissance campaign dominated by scanning activity, spanning windows 131 to 131 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00676,132,132,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,2,4,1,0.1810376167450151,192.168.1.30,192.168.1.195,"CHAIN_00676 represents a reconnaissance campaign dominated by scanning activity, spanning windows 132 to 132 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00680,132,132,1,scanning,reconnaissance,2,0.7030000000000001,0.7030000000000001,3,4,1,0.1810376167450151,192.168.1.32,192.168.1.195,"CHAIN_00680 represents a reconnaissance campaign dominated by scanning activity, spanning windows 132 to 132 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7030."
CHAIN_00491,115,115,1,scanning,reconnaissance,3,0.70225,0.70225,2,1,1,0.18097329114623076,192.168.1.30,192.168.1.250,"CHAIN_00491 represents a reconnaissance campaign dominated by scanning activity, spanning windows 115 to 115 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 192.168.1.250. It contains 3 aggregated suspicious events and has mean severity 0.7023."
CHAIN_00672,132,132,1,scanning,reconnaissance,3,0.70225,0.70225,1,3,1,0.18097329114623076,192.168.1.31,192.168.1.186,"CHAIN_00672 represents a reconnaissance campaign dominated by scanning activity, spanning windows 132 to 132 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.186. It contains 3 aggregated suspicious events and has mean severity 0.7023."
CHAIN_00683,133,133,1,scanning,reconnaissance,3,0.70225,0.70225,1,3,1,0.18097329114623076,192.168.1.31,192.168.1.186,"CHAIN_00683 represents a reconnaissance campaign dominated by scanning activity, spanning windows 133 to 133 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.186. It contains 3 aggregated suspicious events and has mean severity 0.7023."
CHAIN_00266,79,79,1,mitm,persistence_or_manipulation,4,0.7015,0.7015,0,0,1,0.1809089655474464,192.168.1.34,13.35.148.106,"CHAIN_00266 represents a persistence_or_manipulation campaign dominated by mitm activity, spanning windows 79 to 79 across 1 windows. The campaign is primarily associated with source community 0 and target community 0, with representative communication from 192.168.1.34 to 13.35.148.106. It contains 4 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00716,144,144,1,injection,initial_access_or_exploitation,5,0.7010129925516565,0.7010129925516565,1,3,1,0.18090441098312945,192.168.1.31,192.168.1.184,"CHAIN_00716 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 144 to 144 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.184. It contains 5 aggregated suspicious events and has mean severity 0.7010."
CHAIN_00721,145,145,1,password,initial_access_or_exploitation,3,0.7017629925516564,0.7017629925516564,1,4,1,0.18086260763524356,192.168.1.31,192.168.1.195,"CHAIN_00721 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 145 to 145 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 3 aggregated suspicious events and has mean severity 0.7018."
CHAIN_00724,145,145,1,xss,initial_access_or_exploitation,3,0.7017629925516564,0.7017629925516564,3,4,1,0.18086260763524356,192.168.1.32,192.168.1.195,"CHAIN_00724 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 145 to 145 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 3 aggregated suspicious events and has mean severity 0.7018."
CHAIN_00751,147,147,1,ddos,disruption_or_impact,8,0.6990624999999999,0.6990624999999999,2,4,1,0.18077950406139992,192.168.1.30,192.168.1.195,"CHAIN_00751 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 147 to 147 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 8 aggregated suspicious events and has mean severity 0.6991."
CHAIN_00739,146,146,1,xss,initial_access_or_exploitation,5,0.7002499999999999,0.7002499999999999,3,4,1,0.1807310035850257,192.168.1.32,192.168.1.195,"CHAIN_00739 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 146 to 146 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 5 aggregated suspicious events and has mean severity 0.7002."
CHAIN_00077,41,41,1,dos,disruption_or_impact,2,0.7015,0.7015,2,4,1,0.18069670765410598,192.168.1.30,192.168.1.195,"CHAIN_00077 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 41 to 41 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00082,42,42,1,dos,disruption_or_impact,2,0.7015,0.7015,2,4,1,0.18069670765410598,192.168.1.30,192.168.1.195,"CHAIN_00082 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 42 to 42 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00131,51,51,1,dos,disruption_or_impact,2,0.7015,0.7015,2,4,1,0.18069670765410598,192.168.1.30,192.168.1.195,"CHAIN_00131 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 51 to 51 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00141,53,53,1,dos,disruption_or_impact,2,0.7015,0.7015,2,4,1,0.18069670765410598,192.168.1.30,192.168.1.195,"CHAIN_00141 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 53 to 53 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00156,56,56,1,dos,disruption_or_impact,2,0.7015,0.7015,2,4,1,0.18069670765410598,192.168.1.30,192.168.1.195,"CHAIN_00156 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 56 to 56 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00394,95,95,1,password,initial_access_or_exploitation,2,0.7015,0.7015,1,1,1,0.18069670765410598,192.168.1.31,13.35.148.59,"CHAIN_00394 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 95 to 95 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 13.35.148.59. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00468,113,113,1,scanning,reconnaissance,2,0.7015,0.7015,2,1,1,0.18069670765410598,192.168.1.30,192.168.1.133,"CHAIN_00468 represents a reconnaissance campaign dominated by scanning activity, spanning windows 113 to 113 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 192.168.1.133. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00602,125,125,1,scanning,reconnaissance,2,0.7015,0.7015,1,3,1,0.18069670765410598,192.168.1.31,192.168.1.1,"CHAIN_00602 represents a reconnaissance campaign dominated by scanning activity, spanning windows 125 to 125 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 2 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00717,144,144,1,injection,initial_access_or_exploitation,5,0.6997629925516565,0.6997629925516565,2,3,1,0.18062032007403855,192.168.1.30,192.168.1.184,"CHAIN_00717 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 144 to 144 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.184. It contains 5 aggregated suspicious events and has mean severity 0.6998."
CHAIN_00004,19,19,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,3,1,0.18059057870743578,192.168.1.31,192.168.1.1,"CHAIN_00004 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 19 to 19 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00012,28,28,1,ddos,disruption_or_impact,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00012 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 28 to 28 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00017,31,31,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,1,1,0.18059057870743578,192.168.1.38,52.59.177.21,"CHAIN_00017 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 31 to 31 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.38 to 52.59.177.21. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00018,31,31,1,ddos,disruption_or_impact,1,0.7015,0.7015,2,2,1,0.18059057870743578,192.168.1.30,192.168.1.194,"CHAIN_00018 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 31 to 31 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00021,32,32,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,1,1,0.18059057870743578,192.168.1.38,52.59.177.21,"CHAIN_00021 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 32 to 32 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.38 to 52.59.177.21. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00031,34,34,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,1,1,0.18059057870743578,192.168.1.38,52.59.177.21,"CHAIN_00031 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 34 to 34 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.38 to 52.59.177.21. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00036,35,35,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,2,1,0.18059057870743578,192.168.1.31,192.168.1.194,"CHAIN_00036 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 35 to 35 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00041,36,36,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,2,1,0.18059057870743578,192.168.1.31,192.168.1.194,"CHAIN_00041 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 36 to 36 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00043,36,36,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,4,1,0.18059057870743578,192.168.1.31,192.168.1.195,"CHAIN_00043 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 36 to 36 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00048,37,37,1,ddos,disruption_or_impact,1,0.7015,0.7015,1,2,1,0.18059057870743578,192.168.1.31,192.168.1.194,"CHAIN_00048 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 37 to 37 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00072,40,40,1,dos,disruption_or_impact,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.39,192.168.1.195,"CHAIN_00072 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 40 to 40 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.39 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00085,43,43,1,dos,disruption_or_impact,1,0.7015,0.7015,2,0,1,0.18059057870743578,192.168.1.30,151.101.30.49,"CHAIN_00085 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 43 to 43 across 1 windows. The campaign is primarily associated with source community 2 and target community 0, with representative communication from 192.168.1.30 to 151.101.30.49. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00092,44,44,1,dos,disruption_or_impact,1,0.7015,0.7015,2,1,1,0.18059057870743578,192.168.1.30,13.35.148.59,"CHAIN_00092 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 44 to 44 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 13.35.148.59. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00104,46,46,1,dos,disruption_or_impact,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00104 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 46 to 46 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00114,48,48,1,dos,disruption_or_impact,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00114 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 48 to 48 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00116,49,49,1,dos,disruption_or_impact,1,0.7015,0.7015,1,1,1,0.18059057870743578,192.168.1.31,216.58.200.110,"CHAIN_00116 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 49 to 49 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 216.58.200.110. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00120,49,49,1,dos,disruption_or_impact,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.39,192.168.1.195,"CHAIN_00120 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 49 to 49 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.39 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00136,52,52,1,dos,disruption_or_impact,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00136 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 52 to 52 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00146,54,54,1,dos,disruption_or_impact,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00146 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 54 to 54 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00167,58,58,1,injection,initial_access_or_exploitation,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00167 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 58 to 58 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00186,62,62,1,injection,initial_access_or_exploitation,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00186 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 62 to 62 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00224,70,70,1,injection,initial_access_or_exploitation,1,0.7015,0.7015,2,2,1,0.18059057870743578,192.168.1.30,255.255.255.255,"CHAIN_00224 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 70 to 70 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 255.255.255.255. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00243,76,76,1,injection,initial_access_or_exploitation,1,0.7015,0.7015,2,1,1,0.18059057870743578,192.168.1.30,18.184.104.180,"CHAIN_00243 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 76 to 76 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 18.184.104.180. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00249,77,77,1,injection,initial_access_or_exploitation,1,0.7015,0.7015,1,4,1,0.18059057870743578,192.168.1.31,192.168.1.195,"CHAIN_00249 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 77 to 77 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00263,78,78,1,mitm,persistence_or_manipulation,1,0.7015,0.7015,3,1,1,0.18059057870743578,192.168.1.152,192.168.1.31,"CHAIN_00263 represents a persistence_or_manipulation campaign dominated by mitm activity, spanning windows 78 to 78 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.152 to 192.168.1.31. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00268,79,79,1,mitm,persistence_or_manipulation,1,0.7015,0.7015,0,4,1,0.18059057870743578,192.168.1.34,52.139.250.253,"CHAIN_00268 represents a persistence_or_manipulation campaign dominated by mitm activity, spanning windows 79 to 79 across 1 windows. The campaign is primarily associated with source community 0 and target community 4, with representative communication from 192.168.1.34 to 52.139.250.253. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00272,79,79,1,password,initial_access_or_exploitation,1,0.7015,0.7015,2,4,1,0.18059057870743578,192.168.1.30,192.168.1.195,"CHAIN_00272 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 79 to 79 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00275,80,80,1,password,initial_access_or_exploitation,1,0.7015,0.7015,1,1,1,0.18059057870743578,192.168.1.31,101.119.11.11,"CHAIN_00275 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 80 to 80 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 101.119.11.11. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00286,81,81,1,password,initial_access_or_exploitation,1,0.7015,0.7015,2,2,1,0.18059057870743578,192.168.1.30,192.168.1.194,"CHAIN_00286 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 81 to 81 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00298,83,83,1,password,initial_access_or_exploitation,1,0.7015,0.7015,1,2,1,0.18059057870743578,192.168.1.31,192.168.1.194,"CHAIN_00298 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 83 to 83 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00314,85,85,1,password,initial_access_or_exploitation,1,0.7015,0.7015,1,1,1,0.18059057870743578,192.168.1.31,172.217.25.131,"CHAIN_00314 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 85 to 85 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 172.217.25.131. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00326,86,86,1,password,initial_access_or_exploitation,1,0.7015,0.7015,2,2,1,0.18059057870743578,192.168.1.30,192.168.1.194,"CHAIN_00326 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 86 to 86 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00333,87,87,1,password,initial_access_or_exploitation,1,0.7015,0.7015,2,2,1,0.18059057870743578,192.168.1.30,192.168.1.194,"CHAIN_00333 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 87 to 87 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00339,88,88,1,password,initial_access_or_exploitation,1,0.7015,0.7015,1,2,1,0.18059057870743578,192.168.1.31,192.168.1.194,"CHAIN_00339 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 88 to 88 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00356,90,90,1,password,initial_access_or_exploitation,1,0.7015,0.7015,1,2,1,0.18059057870743578,192.168.1.31,192.168.1.194,"CHAIN_00356 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 90 to 90 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00364,91,91,1,password,initial_access_or_exploitation,1,0.7015,0.7015,1,2,1,0.18059057870743578,192.168.1.31,192.168.1.194,"CHAIN_00364 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 91 to 91 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00368,91,91,1,password,initial_access_or_exploitation,1,0.7015,0.7015,2,2,1,0.18059057870743578,192.168.1.30,192.168.1.194,"CHAIN_00368 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 91 to 91 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
CHAIN_00382,93,93,1,password,initial_access_or_exploitation,1,0.7015,0.7015,2,2,1,0.18059057870743578,192.168.1.30,192.168.1.194,"CHAIN_00382 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 93 to 93 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 1 aggregated suspicious events and has mean severity 0.7015."
